sim_id	gene	source_model_path
xogifjzvlo	ENSG00000163207.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000163207.6/ENSG00000163207.6.k20.pi01.gss
ejfzcldscp	ENSG00000187609.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000187609.15/ENSG00000187609.15.k20.pi01.gss
fmysatzlug	ENSG00000197102.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000197102.10/ENSG00000197102.10.k20.pi01.gss
jvbhvcwxyc	ENSG00000101746.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000101746.15/ENSG00000101746.15.k20.pi01.gss
gsdrrjusxa	ENSG00000197594.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000197594.11/ENSG00000197594.11.k20.pi01.gss
lfjhuuseaz	ENSG00000068745.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000068745.14/ENSG00000068745.14.k20.pi01.gss
yjsnlnvcpp	ENSG00000198028.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000198028.3/ENSG00000198028.3.k20.pi01.gss
gscjlrdisv	ENSG00000169718.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000169718.17/ENSG00000169718.17.k20.pi01.gss
jhpyixiigu	ENSG00000136758.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000136758.18/ENSG00000136758.18.k20.pi01.gss
sndkcoyxzp	ENSG00000105401.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105401.8/ENSG00000105401.8.k20.pi01.gss
hsorubibym	ENSG00000112763.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000112763.15/ENSG00000112763.15.k20.pi01.gss
ghxeovhuxr	ENSG00000171793.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000171793.13/ENSG00000171793.13.k20.pi01.gss
rxlrtbejbw	ENSG00000168334.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000168334.8/ENSG00000168334.8.k20.pi01.gss
ageiuyoxeo	ENSG00000166170.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000166170.9/ENSG00000166170.9.k20.pi01.gss
zpdjpgnyvz	ENSG00000181143.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000181143.15/ENSG00000181143.15.k20.pi01.gss
ixezvoucqd	ENSG00000110011.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000110011.13/ENSG00000110011.13.k20.pi01.gss
axktrqsobz	ENSG00000154277.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000154277.12/ENSG00000154277.12.k20.pi01.gss
icrqtzmptl	ENSG00000186314.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000186314.11/ENSG00000186314.11.k20.pi01.gss
bdejyxurkn	ENSG00000168685.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000168685.14/ENSG00000168685.14.k20.pi01.gss
qjzfmdqszg	ENSG00000160202.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000160202.7/ENSG00000160202.7.k20.pi01.gss
kbfzjjyvtl	ENSG00000168758.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000168758.10/ENSG00000168758.10.k20.pi01.gss
bwfjuijgxz	ENSG00000166278.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000166278.14/ENSG00000166278.14.k20.pi01.gss
brtdboyvrt	ENSG00000118503.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000118503.14/ENSG00000118503.14.k20.pi01.gss
vfmukogwzi	ENSG00000168476.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000168476.11/ENSG00000168476.11.k20.pi01.gss
poqdgqonpy	ENSG00000168038.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000168038.10/ENSG00000168038.10.k20.pi01.gss
wblfyvknzn	ENSG00000135940.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000135940.6/ENSG00000135940.6.k20.pi01.gss
rwmaarmggp	ENSG00000183060.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000183060.15/ENSG00000183060.15.k20.pi01.gss
qucikaanpc	ENSG00000114021.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114021.11/ENSG00000114021.11.k20.pi01.gss
enbjqexcuv	ENSG00000184451.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000184451.5/ENSG00000184451.5.k20.pi01.gss
sfphswhpab	ENSG00000155026.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000155026.16/ENSG00000155026.16.k20.pi01.gss
ydsaxyzgwu	ENSG00000188761.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000188761.11/ENSG00000188761.11.k20.pi01.gss
xfkoapjztr	ENSG00000275183.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000275183.1/ENSG00000275183.1.k20.pi01.gss
svborhdvbt	ENSG00000275379.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000275379.1/ENSG00000275379.1.k20.pi01.gss
byvymlpdiq	ENSG00000123685.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000123685.8/ENSG00000123685.8.k20.pi01.gss
xjizbhukqa	ENSG00000174939.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000174939.10/ENSG00000174939.10.k20.pi01.gss
wvdmacqndz	ENSG00000180530.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000180530.10/ENSG00000180530.10.k20.pi01.gss
oellbpbvvb	ENSG00000168228.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000168228.14/ENSG00000168228.14.k20.pi01.gss
abmzknvyyk	ENSG00000085871.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000085871.8/ENSG00000085871.8.k20.pi01.gss
jxfcobuwvw	ENSG00000188033.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000188033.9/ENSG00000188033.9.k20.pi01.gss
gzgcuztdal	ENSG00000162959.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000162959.13/ENSG00000162959.13.k20.pi01.gss
nqrbcjwzfa	ENSG00000107651.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000107651.12/ENSG00000107651.12.k20.pi01.gss
guggwudwqh	ENSG00000173163.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000173163.10/ENSG00000173163.10.k20.pi01.gss
toudvqbeva	ENSG00000253910.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000253910.2/ENSG00000253910.2.k20.pi01.gss
hgzdbzdthe	ENSG00000237440.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000237440.8/ENSG00000237440.8.k20.pi01.gss
njqmzptlxm	ENSG00000197562.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000197562.9/ENSG00000197562.9.k20.pi01.gss
xdunpeqwea	ENSG00000183977.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000183977.13/ENSG00000183977.13.k20.pi01.gss
kwylwnqteu	ENSG00000026751.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000026751.16/ENSG00000026751.16.k20.pi01.gss
vucoqujhsy	ENSG00000178562.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000178562.17/ENSG00000178562.17.k20.pi01.gss
abbcsdcxui	ENSG00000122778.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000122778.9/ENSG00000122778.9.k20.pi01.gss
amivnvobps	ENSG00000185662.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000185662.9/ENSG00000185662.9.k20.pi01.gss
umihltmwgp	ENSG00000158623.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000158623.14/ENSG00000158623.14.k20.pi01.gss
lbnrmdnnki	ENSG00000092529.23	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000092529.23/ENSG00000092529.23.k20.pi01.gss
oizenyrrit	ENSG00000205929.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000205929.10/ENSG00000205929.10.k20.pi01.gss
bjnqgwipwr	ENSG00000162618.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162618.13/ENSG00000162618.13.k20.pi01.gss
ukqkmxiizt	ENSG00000121274.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000121274.12/ENSG00000121274.12.k20.pi01.gss
mrjjhgcrng	ENSG00000086102.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000086102.18/ENSG00000086102.18.k20.pi01.gss
unexctnors	ENSG00000184292.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000184292.6/ENSG00000184292.6.k20.pi01.gss
gktkimlete	ENSG00000128655.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000128655.16/ENSG00000128655.16.k20.pi01.gss
vtbfhnuglc	ENSG00000186377.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000186377.7/ENSG00000186377.7.k20.pi01.gss
qtayyohjdn	ENSG00000146426.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146426.17/ENSG00000146426.17.k20.pi01.gss
eeiegpqhva	ENSG00000169245.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000169245.5/ENSG00000169245.5.k20.pi01.gss
genuvesscq	ENSG00000164406.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000164406.7/ENSG00000164406.7.k20.pi01.gss
zxtxsabotk	ENSG00000133115.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000133115.11/ENSG00000133115.11.k20.pi01.gss
ppruqwsqtp	ENSG00000167618.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000167618.9/ENSG00000167618.9.k20.pi01.gss
ovubzezbkd	ENSG00000118482.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000118482.11/ENSG00000118482.11.k20.pi01.gss
tebqfnodsp	ENSG00000106628.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106628.10/ENSG00000106628.10.k20.pi01.gss
jkhblbexfg	ENSG00000111271.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000111271.14/ENSG00000111271.14.k20.pi01.gss
kldyqczbmn	ENSG00000139182.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000139182.13/ENSG00000139182.13.k20.pi01.gss
znxmbgsbnr	ENSG00000185924.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000185924.6/ENSG00000185924.6.k20.pi01.gss
tndhiwjfus	ENSG00000131379.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000131379.9/ENSG00000131379.9.k20.pi01.gss
mfwvseljzx	ENSG00000165934.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000165934.12/ENSG00000165934.12.k20.pi01.gss
egtqveoceb	ENSG00000173209.22	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000173209.22/ENSG00000173209.22.k20.pi01.gss
vszacfbdyd	ENSG00000255223.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000255223.3/ENSG00000255223.3.k20.pi01.gss
grchilvouu	ENSG00000204779.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000204779.2/ENSG00000204779.2.k20.pi01.gss
skkrnkqpjw	ENSG00000108384.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000108384.14/ENSG00000108384.14.k20.pi01.gss
rrlpwrlpnw	ENSG00000171241.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000171241.8/ENSG00000171241.8.k20.pi01.gss
vrjlavcwte	ENSG00000164934.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000164934.13/ENSG00000164934.13.k20.pi01.gss
exkapptttp	ENSG00000177125.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000177125.5/ENSG00000177125.5.k20.pi01.gss
hwsetybyqz	ENSG00000136631.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000136631.12/ENSG00000136631.12.k20.pi01.gss
cmxzvcnwxf	ENSG00000196151.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000196151.10/ENSG00000196151.10.k20.pi01.gss
ipozpclbjl	ENSG00000102683.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000102683.7/ENSG00000102683.7.k20.pi01.gss
fhwvwzotby	ENSG00000171903.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000171903.16/ENSG00000171903.16.k20.pi01.gss
qlwvcjcdvc	ENSG00000203757.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000203757.1/ENSG00000203757.1.k20.pi01.gss
rjybnvbgzp	ENSG00000235109.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000235109.7/ENSG00000235109.7.k20.pi01.gss
ukvbnpjmep	ENSG00000186468.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000186468.12/ENSG00000186468.12.k20.pi01.gss
ztssthsjpx	ENSG00000214511.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000214511.3/ENSG00000214511.3.k20.pi01.gss
cdpkjhplep	ENSG00000185737.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000185737.12/ENSG00000185737.12.k20.pi01.gss
dsqpkjkphv	ENSG00000204852.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000204852.15/ENSG00000204852.15.k20.pi01.gss
iucpahxljz	ENSG00000164440.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000164440.14/ENSG00000164440.14.k20.pi01.gss
iarwluajkd	ENSG00000267368.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000267368.1/ENSG00000267368.1.k20.pi01.gss
hslhozakgt	ENSG00000153187.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000153187.18/ENSG00000153187.18.k20.pi01.gss
zmpowakvxf	ENSG00000115520.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115520.8/ENSG00000115520.8.k20.pi01.gss
kextdemtqx	ENSG00000170369.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000170369.3/ENSG00000170369.3.k20.pi01.gss
waabtnkwfo	ENSG00000204021.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000204021.3/ENSG00000204021.3.k20.pi01.gss
bpxoejoqlw	ENSG00000151962.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000151962.7/ENSG00000151962.7.k20.pi01.gss
ewiuirizfi	ENSG00000163406.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000163406.10/ENSG00000163406.10.k20.pi01.gss
uklgnswtza	ENSG00000136295.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000136295.14/ENSG00000136295.14.k20.pi01.gss
wbbywbqhiv	ENSG00000101019.21	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000101019.21/ENSG00000101019.21.k20.pi01.gss
qtkkukvhgc	ENSG00000169951.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000169951.9/ENSG00000169951.9.k20.pi01.gss
zqauxfvmfo	ENSG00000091986.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000091986.15/ENSG00000091986.15.k20.pi01.gss
kvajwnfniu	ENSG00000119414.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000119414.11/ENSG00000119414.11.k20.pi01.gss
hokrlegcvn	ENSG00000044090.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000044090.8/ENSG00000044090.8.k20.pi01.gss
gtlwnrmwbx	ENSG00000187033.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000187033.9/ENSG00000187033.9.k20.pi01.gss
uebtmrqhyt	ENSG00000171451.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000171451.13/ENSG00000171451.13.k20.pi01.gss
zmpeemwjaw	ENSG00000219438.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000219438.8/ENSG00000219438.8.k20.pi01.gss
wkzpspzdbq	ENSG00000197601.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000197601.12/ENSG00000197601.12.k20.pi01.gss
zccfvkgadw	ENSG00000185008.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000185008.17/ENSG00000185008.17.k20.pi01.gss
wmlsdlczaq	ENSG00000183891.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000183891.5/ENSG00000183891.5.k20.pi01.gss
pzcnvwpfnk	ENSG00000197859.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000197859.9/ENSG00000197859.9.k20.pi01.gss
zqogfcebxm	ENSG00000102452.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000102452.15/ENSG00000102452.15.k20.pi01.gss
hxjdnnlflt	ENSG00000197629.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000197629.5/ENSG00000197629.5.k20.pi01.gss
culeneclqs	ENSG00000213022.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000213022.5/ENSG00000213022.5.k20.pi01.gss
nfzgizgmhs	ENSG00000158417.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000158417.10/ENSG00000158417.10.k20.pi01.gss
asaweihbns	ENSG00000118507.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000118507.15/ENSG00000118507.15.k20.pi01.gss
rpfymcdlap	ENSG00000184428.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000184428.12/ENSG00000184428.12.k20.pi01.gss
huaeroqztl	ENSG00000100079.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100079.6/ENSG00000100079.6.k20.pi01.gss
lclvrlrdwg	ENSG00000148814.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000148814.17/ENSG00000148814.17.k20.pi01.gss
moqovdapnb	ENSG00000183876.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000183876.8/ENSG00000183876.8.k20.pi01.gss
xchhboozbb	ENSG00000146729.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000146729.9/ENSG00000146729.9.k20.pi01.gss
kidpkbryxb	ENSG00000181222.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000181222.15/ENSG00000181222.15.k20.pi01.gss
bpkbotklnp	ENSG00000198887.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000198887.8/ENSG00000198887.8.k20.pi01.gss
awzfbgkahw	ENSG00000124126.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000124126.13/ENSG00000124126.13.k20.pi01.gss
blnmnjaobo	ENSG00000167531.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000167531.6/ENSG00000167531.6.k20.pi01.gss
mrhhdceihj	ENSG00000109743.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000109743.10/ENSG00000109743.10.k20.pi01.gss
xyebwjdmzm	ENSG00000274349.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000274349.4/ENSG00000274349.4.k20.pi01.gss
hotarmbuwn	ENSG00000187535.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000187535.13/ENSG00000187535.13.k20.pi01.gss
kuuqtfhgxg	ENSG00000165264.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000165264.10/ENSG00000165264.10.k20.pi01.gss
hwujbhjaad	ENSG00000213462.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000213462.4/ENSG00000213462.4.k20.pi01.gss
ntyxudabdc	ENSG00000120337.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000120337.8/ENSG00000120337.8.k20.pi01.gss
nqrrvnwecc	ENSG00000111843.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000111843.13/ENSG00000111843.13.k20.pi01.gss
dkucfehjzx	ENSG00000145808.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145808.9/ENSG00000145808.9.k20.pi01.gss
uwhdtrgdsa	ENSG00000184709.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000184709.7/ENSG00000184709.7.k20.pi01.gss
qvrdimpcyl	ENSG00000133250.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000133250.13/ENSG00000133250.13.k20.pi01.gss
mcyvkqclef	ENSG00000165810.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000165810.16/ENSG00000165810.16.k20.pi01.gss
umrrnjuobi	ENSG00000213965.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000213965.3/ENSG00000213965.3.k20.pi01.gss
dennhtruyx	ENSG00000092096.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000092096.16/ENSG00000092096.16.k20.pi01.gss
usbgbahcxx	ENSG00000142945.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000142945.12/ENSG00000142945.12.k20.pi01.gss
byaapelxdk	ENSG00000225921.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000225921.6/ENSG00000225921.6.k20.pi01.gss
lvghmbbpvd	ENSG00000197376.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000197376.2/ENSG00000197376.2.k20.pi01.gss
uavfpqtnep	ENSG00000130881.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000130881.13/ENSG00000130881.13.k20.pi01.gss
zkjqfqftgi	ENSG00000136866.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000136866.13/ENSG00000136866.13.k20.pi01.gss
scqswoochc	ENSG00000079313.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000079313.13/ENSG00000079313.13.k20.pi01.gss
hdjxugvhao	ENSG00000145715.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000145715.14/ENSG00000145715.14.k20.pi01.gss
jsjknqryaw	ENSG00000131771.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000131771.13/ENSG00000131771.13.k20.pi01.gss
sohhetiqcc	ENSG00000186854.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000186854.10/ENSG00000186854.10.k20.pi01.gss
dihakusgov	ENSG00000186222.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000186222.4/ENSG00000186222.4.k20.pi01.gss
ebhqwpoxib	ENSG00000096384.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000096384.19/ENSG00000096384.19.k20.pi01.gss
lmanmnhycn	ENSG00000125207.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000125207.7/ENSG00000125207.7.k20.pi01.gss
jazyclazju	ENSG00000107562.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000107562.16/ENSG00000107562.16.k20.pi01.gss
movslixauh	ENSG00000186207.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000186207.4/ENSG00000186207.4.k20.pi01.gss
tvntffcunt	ENSG00000100211.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100211.10/ENSG00000100211.10.k20.pi01.gss
kfyahzncju	ENSG00000140987.19	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000140987.19/ENSG00000140987.19.k20.pi01.gss
jtnujooacm	ENSG00000151917.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000151917.17/ENSG00000151917.17.k20.pi01.gss
njcrokysws	ENSG00000101544.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000101544.8/ENSG00000101544.8.k20.pi01.gss
ecoinxocub	ENSG00000160799.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000160799.11/ENSG00000160799.11.k20.pi01.gss
tovjxckuij	ENSG00000173083.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000173083.14/ENSG00000173083.14.k20.pi01.gss
voroepbpnp	ENSG00000198420.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000198420.9/ENSG00000198420.9.k20.pi01.gss
cwvonoflyl	ENSG00000181026.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000181026.14/ENSG00000181026.14.k20.pi01.gss
vntsokqpoo	ENSG00000188266.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000188266.13/ENSG00000188266.13.k20.pi01.gss
stlmbeskaz	ENSG00000166159.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000166159.10/ENSG00000166159.10.k20.pi01.gss
yaylvuvsxa	ENSG00000237353.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000237353.6/ENSG00000237353.6.k20.pi01.gss
lkhwvdgdxa	ENSG00000163114.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000163114.5/ENSG00000163114.5.k20.pi01.gss
